Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 6737,PROJ-96,96,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_232,2620,Reporter_215,3977,Creator_43,4847,2023-01-06,2023-10-22,2024-08-08,2023-11-22,FNB,Kilo01
Test Jira issue summary 392,PROJ-97,97,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_189,2953,Reporter_151,3766,Creator_199,4698,2025-04-04,2023-04-24,2023-04-27,2025-04-19,FNB,Hotel02
Test Jira issue summary 5893,PROJ-98,98,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_285,2308,Reporter_45,3962,Creator_132,4572,2025-03-01,2023-12-04,2023-12-28,2024-10-07,FNA,Lima01
Test Jira issue summary 3562,PROJ-99,99,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_242,2043,Reporter_207,3813,Creator_92,4331,2024-10-02,2023-08-18,2023-06-06,2024-08-16,FNB,Romeo03
Test Jira issue summary 6185,PROJ-100,100,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_78,2200,Reporter_139,3489,Creator_32,4733,2024-11-20,2024-11-26,2025-05-07,2025-05-10,FNA,Delta04
Test Jira issue summary 3100,PROJ-101,101,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_58,2283,Reporter_269,3764,Creator_257,4747,2025-06-22,2024-07-03,2023-09-22,2023-01-16,FNC,Yankee04
Test Jira issue summary 6279,PROJ-102,102,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_181,2146,Reporter_214,3164,Creator_36,4259,2023-09-02,2025-02-20,2024-07-19,2024-06-29,FNA,Hotel03
Test Jira issue summary 8393,PROJ-103,103,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_70,2439,Reporter_162,3967,Creator_282,4118,2024-05-12,2025-07-16,2023-03-26,2023-10-26,FNA,Charlie03
Test Jira issue summary 3105,PROJ-104,104,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_265,2403,Reporter_203,3121,Creator_205,4304,2023-10-01,2023-11-18,2024-11-20,2023-04-01,FNC,Uniform03
Test Jira issue summary 7216,PROJ-105,105,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_204,2710,Reporter_10,3593,Creator_150,4808,2024-05-31,2023-12-10,2023-11-09,2024-03-22,FNB,Tango02
Test Jira issue summary 2455,PROJ-106,106,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_170,2745,Reporter_76,3924,Creator_139,4741,2024-03-04,2025-03-25,2024-10-04,2024-06-09,FNC,Tango03
Test Jira issue summary 8997,PROJ-107,107,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_295,2183,Reporter_234,3996,Creator_281,4187,2023-11-04,2024-09-10,2025-07-22,2023-11-24,FNA,Bravo04
Test Jira issue summary 2732,PROJ-108,108,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_247,2546,Reporter_233,3986,Creator_173,4199,2024-05-04,2024-03-22,2023-10-22,2024-06-13,FNB,Charlie04
Test Jira issue summary 8155,PROJ-109,109,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_59,2914,Reporter_226,3811,Creator_164,4199,2024-03-19,2025-01-29,2024-10-29,2025-01-07,FNA,Victor04
Test Jira issue summary 9763,PROJ-110,110,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_300,2208,Reporter_217,3860,Creator_102,4888,2024-06-11,2023-09-15,2025-03-31,2025-04-02,FNB,Papa01
Test Jira issue summary 5057,PROJ-111,111,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_11,2871,Reporter_292,3835,Creator_290,4788,2024-09-07,2024-01-15,2024-10-06,2025-06-11,FNC,Juliet02
Test Jira issue summary 8111,PROJ-112,112,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_5,2574,Reporter_4,3075,Creator_288,4039,2023-09-07,2024-08-21,2023-04-10,2025-05-06,FNB,November03
Test Jira issue summary 3841,PROJ-113,113,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_205,2081,Reporter_149,3332,Creator_102,4967,2024-06-03,2024-09-06,2023-06-02,2023-03-13,FNC,Delta01
Test Jira issue summary 1029,PROJ-114,114,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_245,2262,Reporter_189,3909,Creator_153,4860,2024-08-04,2023-12-03,2023-07-08,2025-05-10,FNB,Uniform02
Test Jira issue summary 7386,PROJ-115,115,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_249,2766,Reporter_94,3845,Creator_121,4846,2023-08-05,2024-09-09,2023-06-20,2024-06-17,FNA,India03
Test Jira issue summary 503,PROJ-116,116,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_105,2922,Reporter_38,3690,Creator_57,4589,2025-06-09,2023-10-29,2023-06-10,2024-10-07,FNB,Xray01
Test Jira issue summary 6911,PROJ-117,117,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_242,2038,Reporter_76,3713,Creator_107,4613,2025-07-26,2024-04-10,2023-07-17,2024-10-19,FNB,Papa02
Test Jira issue summary 9063,PROJ-118,118,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_272,2285,Reporter_295,3085,Creator_239,4457,2023-10-06,2023-04-01,2023-12-09,2024-02-13,FNC,Echo04
Test Jira issue summary 6939,PROJ-119,119,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_7,2022,Reporter_89,3776,Creator_21,4730,2023-02-07,2025-05-28,2023-10-29,2024-07-17,FNC,November02
Test Jira issue summary 4489,PROJ-120,120,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_224,2595,Reporter_275,3471,Creator_73,4167,2023-10-22,2024-10-25,2023-02-22,2023-12-25,FNB,Yankee02
Test Jira issue summary 207,PROJ-121,121,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_217,2918,Reporter_2,3369,Creator_21,4244,2023-12-19,2024-03-31,2024-02-27,2024-05-22,FNA,Quebec03
Test Jira issue summary 5135,PROJ-122,122,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_44,2473,Reporter_150,3336,Creator_298,4922,2023-10-23,2024-07-19,2024-05-05,2025-03-23,FNB,Papa03
Test Jira issue summary 5978,PROJ-123,123,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_26,2302,Reporter_94,3855,Creator_11,4169,2024-06-19,2025-01-19,2025-05-08,2024-12-13,FNB,Yankee03
Test Jira issue summary 7722,PROJ-124,124,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_292,2205,Reporter_100,3580,Creator_58,4871,2024-04-22,2024-02-04,2025-05-30,2023-06-27,FNA,Xray03
Test Jira issue summary 7036,PROJ-125,125,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_181,2431,Reporter_259,3929,Creator_240,4249,2025-06-28,2024-05-23,2024-04-04,2024-10-17,FNC,Romeo03
Test Jira issue summary 1485,PROJ-126,126,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_92,2094,Reporter_279,3617,Creator_297,4893,2024-06-10,2024-08-11,2024-10-07,2024-11-23,FNB,Charlie01
Test Jira issue summary 7859,PROJ-127,127,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_268,2474,Reporter_4,3064,Creator_86,4482,2024-05-24,2024-01-31,2025-05-15,2025-05-16,FNB,Papa01
Test Jira issue summary 864,PROJ-128,128,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_68,2574,Reporter_78,3538,Creator_144,4419,2024-05-26,2024-09-12,2023-09-08,2024-07-21,FNB,Mike02
Test Jira issue summary 2791,PROJ-129,129,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_151,2375,Reporter_198,3935,Creator_225,4650,2025-03-13,2025-07-24,2024-11-08,2023-01-10,FNC,Oscar03
Test Jira issue summary 7409,PROJ-130,130,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_104,2136,Reporter_165,3391,Creator_194,4076,2023-08-11,2025-06-22,2025-03-04,2024-03-11,FNA,Lima04
Test Jira issue summary 8756,PROJ-131,131,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_88,2150,Reporter_7,3005,Creator_103,4034,2023-08-10,2024-11-21,2023-06-08,2025-01-16,FNA,Echo01
Test Jira issue summary 5117,PROJ-132,132,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_95,2628,Reporter_1,3820,Creator_162,4500,2023-06-24,2023-08-31,2024-07-10,2024-08-24,FNA,Mike04
Test Jira issue summary 6020,PROJ-133,133,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_286,2702,Reporter_88,3388,Creator_48,4852,2025-03-05,2025-04-05,2023-09-01,2025-04-18,FNB,Romeo03
Test Jira issue summary 1758,PROJ-134,134,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_3,2201,Reporter_180,3437,Creator_234,4292,2023-03-23,2023-12-31,2024-10-16,2023-09-09,FNC,Mike03
Test Jira issue summary 7575,PROJ-135,135,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_208,2942,Reporter_10,3116,Creator_293,4491,2025-05-09,2023-09-22,2025-02-01,2024-06-19,FNA,Romeo01
Test Jira issue summary 6375,PROJ-136,136,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_102,2249,Reporter_134,3145,Creator_22,4139,2024-02-10,2024-05-22,2025-02-26,2024-08-20,FNB,Victor04
Test Jira issue summary 6893,PROJ-137,137,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_177,2598,Reporter_110,3966,Creator_135,4433,2023-09-23,2024-04-21,2023-10-10,2024-12-09,FNB,Tango03
Test Jira issue summary 1679,PROJ-138,138,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_199,2073,Reporter_125,3675,Creator_175,4920,2025-06-21,2023-10-28,2023-12-28,2023-11-23,FNB,Quebec02
Test Jira issue summary 3243,PROJ-139,139,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_8,2321,Reporter_207,3096,Creator_242,4987,2024-09-19,2024-11-05,2025-06-30,2024-09-20,FNA,Oscar01
Test Jira issue summary 4637,PROJ-140,140,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_245,2548,Reporter_140,3895,Creator_17,4830,2023-10-06,2024-10-09,2023-01-22,2024-05-27,FNC,Delta03
Test Jira issue summary 1060,PROJ-141,141,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_293,2636,Reporter_103,3309,Creator_259,4374,2023-07-09,2023-02-04,2025-03-26,2024-03-31,FNC,Victor01
Test Jira issue summary 6669,PROJ-142,142,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_178,2999,Reporter_111,3161,Creator_198,4619,2024-03-31,2024-04-08,2023-03-16,2023-06-20,FNB,Tango02
Test Jira issue summary 9915,PROJ-143,143,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_82,2997,Reporter_70,3287,Creator_76,4503,2023-07-21,2024-06-21,2023-04-02,2024-10-13,FNB,Alpha02
Test Jira issue summary 3158,PROJ-144,144,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_112,2165,Reporter_110,3562,Creator_203,4465,2023-07-08,2024-12-22,2025-04-14,2024-09-02,FNB,Whiskey01
Test Jira issue summary 5916,PROJ-145,145,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_21,2000,Reporter_224,3642,Creator_233,4265,2023-04-14,2024-12-27,2023-05-18,2023-01-10,FNB,Golf03
Test Jira issue summary 9790,PROJ-146,146,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_34,2943,Reporter_224,3832,Creator_275,4825,2023-06-15,2023-12-24,2025-06-13,2024-02-28,FNB,Mike04
Test Jira issue summary 2694,PROJ-147,147,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_255,2337,Reporter_219,3765,Creator_159,4102,2025-07-20,2023-04-28,2023-06-07,2023-04-21,FNC,Mike03
Test Jira issue summary 3628,PROJ-148,148,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_27,2290,Reporter_239,3340,Creator_115,4514,2024-09-08,2024-08-15,2024-07-18,2025-04-06,FNC,Juliet02
Test Jira issue summary 9556,PROJ-149,149,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_8,2070,Reporter_119,3524,Creator_258,4708,2024-05-13,2024-07-19,2025-04-29,2023-12-25,FNA,Echo03
Test Jira issue summary 5451,PROJ-150,150,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_18,2107,Reporter_214,3519,Creator_237,4822,2024-02-06,2023-09-20,2023-12-21,2023-04-01,FNB,Hotel02
Test Jira issue summary 1664,PROJ-151,151,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_233,2489,Reporter_36,3427,Creator_96,4907,2024-07-05,2023-08-09,2025-07-28,2024-09-22,FNC,Sierra02
Test Jira issue summary 9722,PROJ-152,152,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_191,2597,Reporter_279,3413,Creator_128,4973,2024-09-20,2024-05-29,2023-06-28,2024-03-20,FNC,Xray03
Test Jira issue summary 5593,PROJ-153,153,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_150,2180,Reporter_256,3263,Creator_274,4300,2023-11-30,2025-01-14,2024-04-15,2023-01-07,FNA,Tango01
Test Jira issue summary 7393,PROJ-154,154,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_156,2024,Reporter_155,3825,Creator_260,4680,2023-08-31,2025-01-22,2023-11-18,2025-07-04,FNA,Delta01
Test Jira issue summary 1307,PROJ-155,155,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_47,2809,Reporter_271,3891,Creator_78,4351,2025-05-02,2024-05-11,2023-01-17,2023-06-25,FNC,Golf03
Test Jira issue summary 6777,PROJ-156,156,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_139,2150,Reporter_42,3346,Creator_290,4681,2023-12-13,2023-04-06,2023-07-27,2023-01-07,FNA,Lima02
Test Jira issue summary 5865,PROJ-157,157,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_142,2264,Reporter_29,3358,Creator_176,4544,2024-07-31,2023-03-24,2023-03-11,2023-02-26,FNC,Echo03
